罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,中央１丁目,2019-12-24,21,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,大和駅前,142131,神奈川県,大和市,深見,2019-09-26,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間１丁目,2019-10-07,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,鶴間駅前,142131,神奈川県,大和市,下鶴間１丁目,2019-11-26,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,鶴間駅前,142131,神奈川県,大和市,鶴間１丁目,2019-10-25,11,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,南林間駅前,142131,神奈川県,大和市,南林間２丁目,2019-03-30,09,,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,南林間駅前,142131,神奈川県,大和市,南林間９丁目,2019-04-06,18,一戸建住宅,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,大和,桜ヶ丘,142131,神奈川県,大和市,柳橋４丁目,2019-12-24,08,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,大和,上土棚,142182,神奈川県,綾瀬市,上土棚中７丁目,2019-01-18,15,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,大和,綾瀬地区,142182,神奈川県,綾瀬市,吉岡東２丁目,2019-06-04,07,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,泉,,141101,神奈川県,横浜市戸塚区,上矢部町,2018-07-19,15,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,中田,141160,神奈川県,横浜市泉区,中田南４丁目,2019-04-17,17,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,下和泉,141160,神奈川県,横浜市泉区,下飯田町,2019-02-21,12,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,下和泉,141160,神奈川県,横浜市泉区,和泉が丘２丁目,2019-04-17,13,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,泉,いずみ野駅前,141160,神奈川県,横浜市泉区,和泉町,2019-09-28,18,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019-04-23,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,戸塚駅西口,141101,神奈川県,横浜市戸塚区,戸塚町,2019-10-16,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,不動坂,141101,神奈川県,横浜市戸塚区,柏尾町,2019-03-15,00,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,原宿,141101,神奈川県,横浜市戸塚区,戸塚町,2019-03-09,19,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,原宿,141101,神奈川県,横浜市戸塚区,俣野町,2019-07-23,15,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿４丁目,2019-03-12,15,,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,原宿,141101,神奈川県,横浜市戸塚区,原宿４丁目,2019-04-10,22,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,上矢部,141101,神奈川県,横浜市戸塚区,上矢部町,2019-03-12,21,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019-05-02,09,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019-07-04,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,東戸塚駅前,141101,神奈川県,横浜市戸塚区,品濃町,2019-12-20,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,下倉田,141101,神奈川県,横浜市戸塚区,上倉田町,2019-07-14,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,上倉田町,2019-01-10,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,上倉田町,2019-01-11,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,上倉田町,2019-02-01,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,上倉田町,2019-03-15,20,,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,上倉田町,2019-04-11,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,川島町,2019-12-18,16,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,2019-07-05,15,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,旭,希望が丘,141127,神奈川県,横浜市旭区,中希望が丘,2019-04-27,01,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,旭,二俣川,141127,神奈川県,横浜市旭区,二俣川２丁目,2019-02-20,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,旭,二俣川,141127,神奈川県,横浜市旭区,本村町,2019-09-03,00,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2019-11-12,18,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,旭,左近山,141127,神奈川県,横浜市旭区,左近山,2019-11-08,12,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,不明,不明,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,旭,今宿,141127,神奈川県,横浜市旭区,今宿東町,2019-03-20,15,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,旭,今宿,141127,神奈川県,横浜市旭区,今宿東町,2019-05-10,21,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,加賀町,元町,141046,神奈川県,横浜市中区,新山下１丁目,2019-06-21,02,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,磯子,根岸駅前,141071,神奈川県,横浜市磯子区,東町,2019-12-12,20,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,磯子,丸山,141071,神奈川県,横浜市磯子区,久木町,2019-06-08,15,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,磯子,間坂,141071,神奈川県,横浜市磯子区,磯子８丁目,2019-09-05,22,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,磯子,杉田,141071,神奈川県,横浜市磯子区,杉田３丁目,2019-11-03,22,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台３丁目,2019-02-05,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,金沢,金沢文庫駅前,141089,神奈川県,横浜市金沢区,釜利谷東１丁目,2019-05-09,15,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,伊勢佐木町３丁目,2019-10-22,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,長者町７丁目,2019-05-01,14,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊勢佐木,寿町,141046,神奈川県,横浜市中区,寿町３丁目,2019-03-30,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,長者町６丁目,2019-03-26,01,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,伊勢佐木,吉田橋,141046,神奈川県,横浜市中区,吉田町,2019-05-08,11,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,北幸２丁目,2018-12-26,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,北幸２丁目,2019-05-31,09,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2018-12-31,23,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2019-05-24,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸部,横浜駅相鉄口,141038,神奈川県,横浜市西区,南幸２丁目,2019-08-10,08,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸部,岡野,141038,神奈川県,横浜市西区,岡野２丁目,2019-09-24,21,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸部,岡野,141038,神奈川県,横浜市西区,岡野２丁目,2019-10-18,17,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,戸部,藤棚町,141038,神奈川県,横浜市西区,藤棚町１丁目,2019-12-06,13,,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,戸部,みなとみらい,141038,神奈川県,横浜市西区,みなとみらい４丁目,2019-09-10,10,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾１丁目,2019-07-31,20,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神奈川,神之木,141020,神奈川県,横浜市神奈川区,西寺尾１丁目,2019-08-27,13,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神奈川,西神奈川,141020,神奈川県,横浜市神奈川区,平川町,2019-06-04,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神奈川,六角橋,141020,神奈川県,横浜市神奈川区,斎藤分町,2019-01-25,13,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神奈川,神大寺,141020,神奈川県,横浜市神奈川区,神大寺３丁目,2019-01-01,19,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,神奈川,沢渡,141020,神奈川県,横浜市神奈川区,松ケ丘,2019-09-03,21,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神奈川,反町,141020,神奈川県,横浜市神奈川区,反町１丁目,2019-09-02,01,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神奈川,反町,141020,神奈川県,横浜市神奈川区,松本町３丁目,2019-12-21,13,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,神奈川,ポートサイド,141020,神奈川県,横浜市神奈川区,栄町,2019-05-08,04,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央１丁目,2019-04-23,13,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央２丁目,2019-10-18,15,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鶴見,鶴見駅前,141011,神奈川県,横浜市鶴見区,鶴見中央３丁目,2019-09-20,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,大東町,2019-01-23,18,一戸建住宅,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,潮田,141011,神奈川県,横浜市鶴見区,向井町１丁目,2018-08-15,13,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鶴見,市場,141011,神奈川県,横浜市鶴見区,市場富士見町,2018-10-15,19,４階建て以上共同住宅,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,上末吉,141011,神奈川県,横浜市鶴見区,梶山１丁目,2019-04-03,08,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,鶴見駅西口,141011,神奈川県,横浜市鶴見区,豊岡町,2019-09-16,18,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,東寺尾,141011,神奈川県,横浜市鶴見区,馬場４丁目,2019-03-03,07,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,駒岡,141011,神奈川県,横浜市鶴見区,駒岡２丁目,2019-12-02,18,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,鶴見,向谷,141011,神奈川県,横浜市鶴見区,馬場２丁目,2019-12-15,01,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,鶴見,向谷,141011,神奈川県,横浜市鶴見区,馬場３丁目,2019-08-27,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,宮田町,141062,神奈川県,横浜市保土ケ谷区,川辺町,2019-05-10,20,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,和田町,141062,神奈川県,横浜市保土ケ谷区,和田２丁目,2019-09-30,20,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,常盤台,2019-12-01,09,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,保土ケ谷,岡沢町,141062,神奈川県,横浜市保土ケ谷区,峰沢町,2019-10-25,10,その他,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,保土ケ谷,上菅田町,141062,神奈川県,横浜市保土ケ谷区,上菅田町,2019-11-08,21,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,上大岡駅前,141119,神奈川県,横浜市港南区,大久保１丁目,2019-12-06,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西１丁目,2019-05-15,21,駐車（輪）場,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上大岡駅前,141119,神奈川県,横浜市港南区,上大岡西３丁目,2019-08-31,04,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,日野,141119,神奈川県,横浜市港南区,日野９丁目,2019-09-11,22,その他の住宅（３階建て以下共同住宅等）,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,芹が谷,141119,神奈川県,横浜市港南区,芹が谷５丁目,2019-04-29,14,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,芹が谷,141119,神奈川県,横浜市港南区,東芹が谷,2019-10-05,12,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,南高校前,141119,神奈川県,横浜市港南区,港南２丁目,2019-10-21,22,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,野庭,141119,神奈川県,横浜市港南区,野庭町,2019-11-11,16,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,港南台駅前,141119,神奈川県,横浜市港南区,港南台３丁目,2019-06-10,07,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台１丁目,2019-06-05,14,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台１丁目,2019-06-20,08,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台１丁目,2019-07-02,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台１丁目,2019-08-02,22,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台１丁目,2019-11-05,18,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港南,上永谷駅前,141119,神奈川県,横浜市港南区,丸山台２丁目,2019-09-07,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,長津田駅前,141135,神奈川県,横浜市緑区,長津田町,2018-10-15,17,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,十日市場駅前,141135,神奈川県,横浜市緑区,十日市場町,2019-11-05,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,鴨居駅前,141135,神奈川県,横浜市緑区,東本郷６丁目,2019-09-15,18,駐車（輪）場,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,,2019-06-20,16,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,寺山町,2019-06-19,15,その他の住宅（３階建て以下共同住宅等）,キーあり,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,中山町,2019-07-01,09,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,中山駅前,141135,神奈川県,横浜市緑区,,2019-10-02,22,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,緑,北八朔町,141135,神奈川県,横浜市緑区,北八朔町,2019-07-21,22,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,菊名駅前,141097,神奈川県,横浜市港北区,菊名５丁目,2019-05-25,21,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,大倉山,141097,神奈川県,横浜市港北区,大倉山１丁目,2019-03-08,23,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,大倉山,141097,神奈川県,横浜市港北区,大倉山１丁目,2019-04-06,18,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,大倉山,141097,神奈川県,横浜市港北区,大倉山７丁目,2019-05-29,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,日吉駅前,141097,神奈川県,横浜市港北区,日吉２丁目,2019-05-02,08,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,吉田口,141097,神奈川県,横浜市港北区,新吉田東６丁目,2019-07-02,12,一戸建住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,小机,141097,神奈川県,横浜市港北区,小机町,2019-03-01,19,その他,キーあり,あり,自動二輪（50cc超）
窃盗,オートバイ盗,港北,小机,141097,神奈川県,横浜市港北区,小机町,2019-06-22,17,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,菊名池,141097,神奈川県,横浜市港北区,菊名１丁目,2019-06-12,08,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,新横浜駅前,141097,神奈川県,横浜市港北区,鳥山町,2019-03-29,14,,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,新横浜駅前,141097,神奈川県,横浜市港北区,大豆戸町,2019-09-17,16,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,高田,141097,神奈川県,横浜市港北区,高田町,2019-08-25,05,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,高田,141097,神奈川県,横浜市港北区,高田東１丁目,2019-07-17,18,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,新羽駅前,141097,神奈川県,横浜市港北区,新吉田東８丁目,2019-04-11,17,その他,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,新羽駅前,141097,神奈川県,横浜市港北区,新吉田東８丁目,2019-09-16,13,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,港北,綱島駅前,141097,神奈川県,横浜市港北区,綱島西２丁目,2019-03-01,08,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,港北,綱島駅前,141097,神奈川県,横浜市港北区,綱島東３丁目,2019-02-07,17,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,二ツ橋町,2019-11-21,11,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,瀬谷４丁目,2019-05-17,11,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,中央,2019-10-30,07,,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,瀬谷駅前,141143,神奈川県,横浜市瀬谷区,中央,2019-12-07,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,三ツ境,2019-05-24,20,,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,南台,141143,神奈川県,横浜市瀬谷区,三ツ境,2019-11-20,05,駐車（輪）場,キーあり,なし,その他
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2019-04-01,00,４階建て以上共同住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,瀬谷,阿久和町,141143,神奈川県,横浜市瀬谷区,阿久和南４丁目,2019-09-26,22,４階建て以上共同住宅,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,目黒,141143,神奈川県,横浜市瀬谷区,目黒町,2019-07-01,12,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,瀬谷,目黒,141143,神奈川県,横浜市瀬谷区,相沢６丁目,2019-08-09,17,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,栄,笠間,141151,神奈川県,横浜市栄区,笠間５丁目,2019-09-21,01,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,栄,田谷,141151,神奈川県,横浜市栄区,金井町,2019-01-28,11,,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,栄,元大橋,141151,神奈川県,横浜市栄区,上郷町,2019-04-19,15,一戸建住宅,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,青葉台１丁目,2019-01-21,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,青葉台１丁目,2019-03-29,19,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,青葉台１丁目,2019-04-24,07,駐車（輪）場,キーあり,なし,自動二輪（50cc超）
窃盗,オートバイ盗,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,青葉台１丁目,2019-06-22,13,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,青葉,青葉台駅前,141178,神奈川県,横浜市青葉区,青葉台１丁目,2019-08-01,06,駐車（輪）場,キーあり,なし,原動機付自転車（50cc以下）
